ID,Unnamed:_0,food,Caloric_Value,Fat,Saturated_Fats,Monounsaturated_Fats,Polyunsaturated_Fats,Carbohydrates,Sugars,Protein,Dietary_Fiber,Cholesterol,Sodium,Water,Vitamin_A,Vitamin_B1,Vitamin_B11,Vitamin_B12,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_C,Vitamin_D,Vitamin_E,Vitamin_K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition_Density,Health_Label
89,89,prune juice,182,0.006,0.033,0.082,0.011,44.7,42.1,1.6,2.6,0.0,0.1,208.0,0.0,0.038,0.0,0.0,0.2,2.0,0.3,0.6,10.5,0.0,0.3,0.007,30.7,0.2,3.0,35.8,0.4,64.0,706.6,0.083,0.5,93.105,Unhealthy
90,90,guanabana nectar,148,0.4,0.096,0.1,0.006,37.5,32.8,0.3,0.3,0.0,0.061,212.6,0.0,0.086,0.05,0.0,0.027,0.3,0.2,0.05,27.9,0.0,0.036,0.0,17.6,0.067,0.9,7.5,0.056,5.0,62.8,0.067,0.011,84.9,Unhealthy
91,91,fruit juice,108,0.1,0.059,0.048,0.036,26.3,24.2,0.3,0.2,0.0,0.1,172.7,0.0,0.071,0.2,0.0,0.0,0.096,0.028,0.0,0.001,50.8,0.0,0.1,0.0,6.0,0.039,0.5,10.0,0.0,14.0,244.0,0.089,26.937,Healthy
92,92,horchata,15,0.2,0.0,0.0,0.0,3.3,2.6,0.1,0.0,0.0,0.013,24.6,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.029,0.0,0.0,0.022,0.0,5.1,0.028,0.057,0.8,0.045,4.2,9.6,0.005,0.058,8.717,Healthy
93,93,fruit punch,98,0.4,0.048,0.011,0.039,24.4,0.0,0.2,0.0,0.0,0.08,208.6,0.0,0.092,0.061,0.0,0.1,0.1,0.035,0.047,11.2,0.0,0.0,0.0,16.4,0.097,0.5,7.0,0.1,7.0,154.4,0.0,0.4,53.1,Healthy
94,94,apricot nectar,139,0.2,0.07,0.085,0.039,35.7,34.2,0.9,1.5,0.0,0.025,210.5,0.0,0.044,0.059,0.0,0.014,0.6,0.2,0.036,1.5,0.0,0.8,0.008,17.4,0.2,0.9,12.4,0.008,22.3,282.7,0.0,0.2,58.1,Unhealthy
95,95,orangensaft ja,86,0.0,0.0,17.8,17.8,1.4,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,Healthy
96,96,fruchtcocktail granini,102,0.4,0.2,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,Healthy
97,97,peach nectar,125,1.3,0.6,0.2,0.5,29.7,27.8,0.5,0.2,0.0,0.077,217.3,0.0,0.038,0.1,0.005,0.0,0.049,0.5,0.2,0.091,75.2,0.0,1.5,0.0,14.9,0.2,0.2,12.5,0.058,12.5,124.5,0.071,31.949,Healthy
98,98,orange pineapple juice,15,0.08,0.056,0.026,0.024,3.6,3.1,0.1,0.032,0.0,0.044,25.7,0.0,0.044,0.01,0.0,0.069,0.054,0.0,0.053,12.0,0.0,0.036,0.016,2.4,0.09,0.086,3.0,0.1,3.2,44.3,0.076,0.072,18.261,Healthy
99,99,cranberry juice,92,0.3,0.061,0.098,0.1,24.4,24.2,0.8,0.2,0.0,0.093,174.3,0.0,0.0,0.069,0.011,0.0,0.016,0.2,0.0,0.1,18.6,0.0,2.4,0.099,16.0,0.1,0.5,12.0,0.0,26.0,154.0,0.036,25.975,Healthy
100,100,white grapefruit juice,96,0.2,0.083,0.091,0.007,22.7,22.5,1.2,0.2,0.0,0.018,222.3,0.0,0.015,0.029,0.0,0.005,0.5,0.5,0.1,93.9,0.0,0.5,0.0,22.2,0.035,0.5,29.6,0.032,37.1,400.1,0.019,0.1,140.9,Healthy
101,101,mango nectar,128,0.2,0.04,0.092,0.066,32.9,31.2,0.3,0.8,0.0,0.061,217.4,0.0,0.0,0.039,0.055,0.0,0.06,0.2,0.2,0.038,38.2,0.0,0.5,0.047,42.7,0.087,0.9,7.5,0.007,5.0,60.2,0.025,34.447,Unhealthy
102,102,acerola cherry juice,56,0.7,0.2,0.2,0.2,11.6,10.9,1.0,0.7,0.0,0.082,228.2,0.0,0.067,0.084,0.0,0.1,1.0,0.5,0.051,3872.0,0.0,0.4,0.057,24.2,0.2,1.2,29.0,0.0,21.8,234.7,0.061,0.2,3911.4,Healthy
103,103,apple juice concentrate,350,0.8,0.1,0.053,0.2,86.5,81.9,1.1,0.8,0.0,0.049,120.3,0.0,0.029,0.005,0.0,0.1,0.3,0.5,0.2,4.4,0.0,0.022,0.0,42.2,0.1,1.9,35.9,0.5,52.8,945.3,0.067,0.3,137.7,Unhealthy
104,104,papaya nectar,143,0.4,0.1,0.1,0.07,36.3,34.8,0.4,1.5,0.0,0.082,212.6,0.0,0.0,0.053,0.039,0.0,0.077,0.4,0.1,0.017,7.5,0.0,0.6,0.076,25.0,0.029,0.9,7.5,0.012,0.0,77.5,0.072,38.657,Unhealthy
105,105,apple juice martinellis,122,0.0,0.0,29.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy
106,106,lime juice,61,0.2,0.052,0.087,0.071,20.4,4.1,1.0,1.0,0.0,0.014,219.7,0.0,0.015,0.01,0.0,0.078,0.3,0.3,0.04,72.6,0.0,0.5,0.074,33.9,0.027,0.2,19.4,0.011,33.9,283.1,0.052,0.2,129.3,Healthy
107,107,grape juice,152,0.3,0.06,0.03,0.059,37.4,35.9,0.9,0.5,0.0,0.003,213.8,0.0,0.05,0.0,0.0,0.025,0.3,0.1,0.086,0.3,0.0,0.0,0.025,27.8,0.025,0.6,25.3,0.6,35.4,263.1,0.0,0.2,67.8,Unhealthy
108,108,water dannon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,9.9,Healthy
109,109,tap water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,236.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.086,0.0,2.4,0.0,0.0,0.0,0.0,0.042,7.1,Healthy
110,110,table water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,499.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Healthy
111,111,fruit flavored water,52,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,223.8,0.05,0.0,0.016,0.049,0.0,2.0,1.0,0.2,30.1,0.0,4.5,0.0,40.3,0.061,0.0,7.1,0.0,0.0,0.0,0.0,0.8,83.471,Healthy
112,112,water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.098,0.0,4.7,0.0,0.0,0.0,0.0,0.0,23.7,Healthy
113,113,cola light coca cola,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,336.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy
114,114,lemon lime soda,151,0.0,0.0,0.0,0.0,38.4,37.6,0.3,0.0,0.0,0.024,330.2,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.061,3.7,0.0,0.0,3.7,0.0,0.065,46.113,Unhealthy
115,115,tonic water,114,0.0,0.0,0.0,0.0,29.6,29.6,0.0,0.0,0.0,0.049,306.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.031,0.09,0.0,0.05,0.0,0.0,0.0,0.3,33.038,Healthy
116,116,lemonade low calorie,7,0.0,0.0,0.0,0.0,1.6,0.0,0.092,0.0,0.0,0.013,236.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,66.9,0.04,0.1,2.4,0.057,31.1,2.4,0.0,0.011,76.216,Healthy
117,117,ginger ale,68,0.0,0.0,0.0,0.0,17.5,17.4,0.0,0.0,0.0,0.043,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.024,0.4,2.0,0.087,0.0,2.0,0.078,17.528,Healthy
118,118,ice tea lemon flavor nestle,88,0.0,0.0,0.0,0.0,22.3,22.3,0.0,0.0,0.0,0.063,223.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.068,0.0,2.5,0.3,88.2,46.6,0.0,0.1,29.7,Healthy
119,119,sprite coca cola,80,0.063,0.0,0.0,0.0,20.3,18.0,0.1,0.0,0.0,0.021,179.6,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.042,0.2,2.0,0.017,0.0,2.0,0.0,20.538,Healthy
120,120,cola coca cola,151,0.0,0.0,0.0,0.0,38.9,38.9,0.0,0.0,0.0,0.045,329.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.048,0.0,0.0,40.5,11.0,0.045,0.052,46.4,Unhealthy
121,121,cola,74,0.07,0.0,0.0,0.0,19.1,17.9,0.1,0.0,0.0,0.072,180.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.012,0.2,0.0,0.081,20.0,4.0,0.038,19.336,Healthy
122,122,cream soda,252,0.0,0.0,0.0,0.0,65.7,65.7,0.0,0.0,0.0,0.098,428.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.036,0.2,4.9,0.08,0.0,4.9,0.0,0.3,90.6,Unhealthy
123,123,club soda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,199.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.015,0.078,2.0,0.052,0.0,4.0,0.0,0.025,Healthy
124,124,pink lemonade,86,0.3,0.079,0.03,0.034,21.6,20.6,0.1,0.2,0.0,0.01,177.8,0.0,0.003,0.078,0.0,0.0,0.047,0.035,0.061,6.2,0.0,0.062,0.0,8.0,0.011,0.092,4.0,0.094,4.0,34.0,0.0,0.093,36.488,Healthy
125,125,grape soda,160,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.042,330.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.038,0.3,3.7,0.054,0.0,3.7,0.0,0.3,53.2,Healthy
126,126,cola without caffeine coca cola,151,0.0,0.0,0.0,0.0,38.9,38.9,0.0,0.0,0.0,0.04,329.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.026,0.0,0.0,40.5,11.0,0.063,0.032,46.381,Unhealthy
127,127,white lemonade,80,0.003,0.093,0.024,0.076,20.8,20.0,0.1,0.0,0.0,0.02,178.7,0.0,0.0,0.004,0.043,0.0,0.02,0.094,0.094,0.007,7.8,0.0,0.04,0.0,8.0,0.013,0.3,4.0,0.083,4.0,30.0,0.066,21.02,Healthy
128,128,chocolate soda,207,0.0,0.0,0.0,0.0,52.6,52.6,0.0,0.0,0.0,0.031,438.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.022,0.5,4.9,0.2,4.9,246.0,0.015,0.8,72.8,Unhealthy
129,129,sweet tea lipton,130,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Unhealthy
130,130,hibiscus tea,74,1.3,0.5,0.2,0.04,14.8,12.0,0.9,0.6,0.0,0.091,179.3,0.0,2.6,0.03,0.0,0.2,0.0,0.0,0.0,36.8,0.0,0.0,0.0,2.0,0.1,17.3,2.0,0.0,6.0,18.0,0.0,0.2,73.7,Healthy
131,131,instant lemon tea,2,0.0,0.0,0.0,0.0,0.3,0.047,0.1,0.0,0.0,0.046,199.2,0.0,0.0,0.0,0.0,0.0,0.003,0.023,0.06,0.009,0.0,0.0,0.0,0.0,6.0,0.026,0.02,4.0,0.8,2.0,36.0,0.0,0.494,Healthy
132,132,pesca tea santal,116,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unhealthy
133,133,instant lemon tea sweetened,91,0.2,0.018,0.046,0.093,22.3,21.6,0.071,0.3,0.0,0.089,236.2,0.0,0.083,0.0,0.0,0.0,0.006,0.0,0.044,0.0,0.0,0.0,0.0,5.2,0.076,0.0,2.6,0.3,0.0,38.9,0.017,0.048,28.147,Healthy
134,134,tea with milk and sugar yorkshire,15,0.5,0.3,0.7,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,Healthy
135,135,tea blueberry muffin tekanne,4,0.2,0.2,0.6,0.4,0.4,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,Healthy
136,136,chamomile tea,2,0.0,0.028,0.032,0.073,0.4,0.0,0.0,0.0,0.0,0.003,199.4,0.0,0.06,0.05,0.0,0.022,0.0,0.027,0.0,0.0,0.0,0.0,0.0,4.0,0.097,0.2,2.0,0.078,0.0,18.0,0.0,0.006,4.6,Healthy
137,137,black tea,2,0.0,0.072,0.032,0.029,0.7,0.0,0.0,0.0,0.0,0.091,236.3,0.0,0.0,0.041,0.0,0.018,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.088,7.1,0.5,2.4,87.7,0.0,0.081,0.72,Healthy
138,138,herb tea,2,0.0,0.014,0.043,0.071,0.4,0.0,0.0,0.0,0.0,0.064,199.4,0.0,0.007,0.093,0.0,0.051,0.0,0.096,0.0,0.0,0.0,0.0,0.0,4.0,0.059,0.2,2.0,0.019,0.0,18.0,0.0,0.006,4.6,Healthy
139,139,clam tomato juice,80,0.3,0.0,0.0,0.0,18.2,5.5,1.0,0.7,0.0,0.6,145.1,0.0,0.015,0.079,0.0,0.064,0.4,0.1,0.1,8.3,0.0,0.2,0.0,13.3,0.011,0.2,8.3,0.073,18.3,147.7,0.097,0.1,42.0,Healthy
140,140,tomato juice,41,0.7,0.043,0.062,0.043,8.6,6.3,2.1,1.0,0.0,0.063,229.0,0.0,0.069,0.2,0.003,0.0,0.2,1.6,0.6,0.2,170.3,0.0,0.8,0.056,24.3,0.1,0.9,26.7,0.2,46.2,527.3,0.067,12.742,Healthy
141,141,vegetable juice,53,0.2,0.071,0.016,0.1,11.1,7.9,1.5,1.9,0.0,0.1,226.3,0.0,0.0,0.095,0.039,0.0,0.091,1.8,0.6,0.3,67.0,0.0,0.8,0.007,26.6,0.5,1.0,26.6,0.2,41.1,467.1,0.026,15.538,Healthy
142,142,tomato vegetable juice,53,0.2,0.014,0.014,0.1,11.1,9.2,1.5,1.9,0.0,0.2,226.3,0.0,0.034,0.047,0.0,0.097,1.8,0.0,0.3,67.0,0.0,0.8,0.085,26.6,0.5,1.0,26.6,0.0,41.1,467.1,0.046,0.5,109.3,Healthy
143,143,carrot juice,80,0.3,0.055,0.027,0.1,18.6,7.8,1.9,1.6,0.0,0.1,177.7,0.0,0.2,0.077,0.0,0.1,0.8,0.5,0.4,17.0,0.0,2.3,0.047,48.0,0.087,0.9,28.0,0.3,84.0,584.0,0.046,0.4,88.3,Healthy
144,144,acorn dried,144,8.9,1.2,5.6,1.7,15.2,0.0,2.3,0.0,0.0,0.0,1.4,0.0,0.005,0.085,0.0,0.021,0.7,0.3,0.2,0.0,0.0,0.0,0.0,15.3,0.2,0.3,23.2,0.4,29.1,200.6,0.0,0.2,42.0,Healthy
145,145,fenugreek seeds,36,0.7,0.2,0.0,0.0,6.5,0.0,2.6,2.7,0.0,0.09,1.0,0.0,0.036,0.046,0.0,0.019,0.2,0.0,0.064,0.3,0.0,0.0,0.0,19.5,0.1,3.7,21.2,0.1,32.9,85.5,0.025,0.3,36.0,Healthy
146,146,peanut topping mcdonalds,181,15.0,2.4,7.3,4.0,4.6,1.2,7.9,0.0,0.0,0.0,0.2,0.0,0.07,0.015,0.0,0.099,4.7,0.3,0.2,0.0,0.0,2.3,0.0,13.0,0.1,0.4,54.6,0.6,103.0,179.4,0.0,0.8,40.9,Healthy
147,147,beechnuts dried,173,15.0,1.7,6.6,6.0,10.1,0.0,1.9,0.0,0.0,0.068,2.0,0.0,0.053,0.087,0.0,0.1,0.3,0.3,0.2,4.7,0.0,0.0,0.0,0.3,0.2,0.7,0.0,0.4,0.0,305.1,0.0,0.1,32.7,Healthy
148,148,breadnut tree seeds raw,61,0.3,0.089,0.061,0.1,13.1,0.0,1.7,0.0,0.0,0.084,12.7,0.0,0.04,0.077,0.0,0.053,0.2,0.3,0.1,7.8,0.0,0.0,0.0,27.7,0.4,0.6,19.2,0.015,19.0,334.8,0.0,0.3,51.2,Healthy
149,149,cumin seeds,8,0.5,0.096,0.3,0.013,0.9,0.063,0.4,0.2,0.0,0.073,0.2,0.0,0.079,0.015,0.0,0.093,0.064,0.0,0.021,0.2,0.0,0.096,0.001,19.6,0.058,1.4,7.7,0.087,10.5,37.5,0.072,0.1,23.2,Healthy
150,150,pili nuts dried,863,95.5,37.4,44.7,9.1,4.8,0.0,13.0,0.0,0.0,0.014,3.3,0.0,1.1,0.066,0.0,0.1,0.6,0.6,0.1,0.7,0.0,0.0,0.0,174.0,1.1,4.2,362.4,2.8,690.0,608.4,0.0,3.6,292.2,Healthy
151,151,hazelnuts roasted,194,18.7,1.4,14.0,2.5,5.3,1.5,4.5,2.8,0.0,0.0,0.8,0.0,0.1,0.031,0.0,0.074,0.6,0.3,0.2,1.1,0.0,4.6,0.0,36.9,0.5,1.3,51.9,1.7,93.0,226.5,0.061,0.8,70.6,Healthy
152,152,lupins cooked,193,4.8,0.6,2.0,1.2,15.4,0.0,25.8,4.6,0.0,0.4,118.0,0.0,0.2,0.083,0.0,0.071,0.8,0.3,0.016,1.8,0.0,0.0,0.0,84.7,0.4,2.0,89.6,1.1,212.5,406.7,0.084,2.3,139.1,Healthy
153,153,hazelnuts blanched,178,17.3,1.3,13.6,1.6,4.8,1.0,3.9,3.1,0.0,0.0,1.6,0.0,0.1,0.021,0.0,0.049,0.4,0.2,0.2,0.6,0.0,5.0,0.0,42.2,0.5,0.9,45.3,3.6,87.7,186.2,0.015,0.6,72.8,Healthy
154,154,brazilnuts dried,33,3.3,0.8,1.2,1.0,0.6,0.1,0.7,0.4,0.0,0.073,0.2,0.0,0.079,0.035,0.0,0.013,0.083,0.051,0.041,0.024,0.0,0.3,0.0,8.0,0.074,0.1,18.8,0.084,36.3,33.0,0.035,0.2,13.139,Healthy
155,155,sunflower seeds dry roasted,47,4.0,0.4,0.8,2.6,1.9,0.2,1.5,0.9,0.0,0.067,0.076,0.0,0.087,0.072,0.0,0.086,0.6,0.6,0.01,0.1,0.0,2.1,0.037,5.6,0.1,0.3,10.3,0.2,92.4,68.0,0.021,0.4,14.3,Healthy
156,156,ginkgo nuts canned,172,2.5,0.5,0.9,0.9,34.3,0.0,3.5,14.4,0.0,0.5,113.1,0.0,0.2,0.06,0.0,0.052,5.6,0.2,0.3,14.1,0.0,0.0,0.0,6.2,0.3,0.4,24.8,0.1,83.7,279.0,0.067,0.3,75.4,Healthy
157,157,peanuts cooked,572,39.6,5.5,19.7,12.5,38.3,4.4,24.3,15.8,0.0,1.4,75.2,0.0,0.5,0.1,0.0,0.1,9.5,1.5,0.3,0.0,0.0,7.4,0.0,99.0,0.9,1.8,183.6,1.8,356.4,324.0,0.027,3.3,218.8,Healthy
